Date,Product,Region,Units_Sold,Revenue,Salesperson,Channel,Customer_Type
2023-05-12,Almonds,East,46,823.87,Meena,Online,Wholesale
2023-05-12,Raisins,South,48,768.24,Sunil,Offline,Wholesale
2023-05-12,Cashews,West,17,302.52,Raj,Offline,Wholesale
2023-05-13,Cashews,South,44,403.03,Ali,Offline,Retail
2023-05-13,Cashews,South,43,456.87,Meena,Offline,Retail
2023-05-14,Almonds,East,7,96.72,Ali,Online,Retail
2023-05-14,Walnuts,South,33,577.61,Anita,Online,Wholesale
2023-05-14,Raisins,North,27,269.65,Ali,Offline,Wholesale
2023-05-15,Walnuts,South,19,285.85,Ali,Online,Wholesale
2023-05-16,Pistachios,West,31,616.87,Anita,Offline,Retail
2023-05-16,Cashews,South,5,28.8,Anita,Online,Wholesale
2023-05-16,Almonds,North,13,141.35,Anita,Offline,Wholesale
2023-05-16,Cashews,North,49,618.78,Raj,Online,Retail
2023-05-17,Pistachios,West,39,737.2,Anita,Offline,Retail
2023-05-17,Cashews,South,32,337.49,Sunil,Offline,Retail
2023-05-18,Walnuts,East,38,497.13,Meena,Offline,Retail
2023-05-18,Cashews,West,29,346.82,Ali,Offline,Retail
2023-05-18,Pistachios,North,31,259.34,Ali,Online,Retail
2023-05-18,Walnuts,East,12,145.14,Anita,Online,Wholesale
2023-05-19,Raisins,East,13,119.6,Anita,Online,Wholesale
2023-05-19,Pistachios,South,41,814.27,Sunil,Offline,Retail
2023-05-19,Walnuts,East,45,269.72,Sunil,Online,Wholesale
2023-05-19,Almonds,South,32,539.96,Anita,Online,Wholesale
2023-05-20,Cashews,North,45,756.4,Anita,Online,Retail
2023-05-21,Pistachios,East,29,336.3,Meena,Offline,Wholesale
2023-05-21,Cashews,East,3,54.61,Sunil,Offline,Wholesale
2023-05-21,Almonds,East,12,109.84,Meena,Online,Wholesale
2023-05-22,Raisins,West,16,105.29,Ali,Offline,Wholesale
2023-05-22,Raisins,South,49,283.95,Meena,Online,Retail
2023-05-23,Raisins,South,21,377.9,Meena,Online,Retail
2023-05-23,Walnuts,West,15,276.6,Raj,Online,Retail
2023-05-24,Cashews,South,5,47.59,Sunil,Online,Wholesale
2023-05-24,Almonds,South,7,66.89,Meena,Offline,Retail
2023-05-24,Cashews,East,30,268.39,Ali,Offline,Retail
2023-05-24,Almonds,East,13,96.54,Sunil,Online,Wholesale
2023-05-25,Almonds,West,7,107.8,Meena,Offline,Retail
2023-05-26,Pistachios,South,4,54.13,Ali,Online,Retail
2023-05-26,Almonds,West,8,91.19,Sunil,Offline,Wholesale
2023-05-26,Raisins,South,1,18.46,Sunil,Offline,Retail
2023-05-27,Walnuts,East,22,406.52,Sunil,Offline,Retail
2023-05-28,Almonds,South,13,259.99,Raj,Offline,Wholesale
2023-05-28,Almonds,West,4,34.48,Raj,Offline,Retail
2023-05-29,Pistachios,West,6,37.81,Raj,Offline,Wholesale
2023-05-29,Pistachios,East,47,303.33,Sunil,Offline,Wholesale
2023-05-29,Raisins,North,20,324.92,Meena,Online,Retail
2023-05-30,Raisins,West,43,345.97,Sunil,Offline,Retail
2023-05-30,Raisins,North,16,234.34,Raj,Offline,Wholesale
2023-05-31,Raisins,East,10,72.4,Ali,Online,Retail
2023-05-31,Cashews,West,14,147.57,Sunil,Online,Retail
2023-05-31,Raisins,North,33,562.79,Anita,Online,Retail
2023-05-31,Pistachios,South,37,207.09,Sunil,Offline,Retail
2023-06-01,Raisins,South,38,697.21,Meena,Online,Wholesale
2023-06-01,Raisins,North,15,252.9,Sunil,Offline,Wholesale
2023-06-01,Pistachios,North,14,223.79,Raj,Offline,Retail
2023-06-02,Pistachios,North,7,47.69,Ali,Online,Retail
2023-06-03,Pistachios,East,46,654.42,Sunil,Offline,Wholesale
2023-06-03,Almonds,East,16,317.52,Raj,Offline,Wholesale
2023-06-03,Pistachios,North,24,346.6,Anita,Online,Wholesale
2023-06-03,Almonds,East,16,193.86,Raj,Offline,Wholesale
2023-06-04,Walnuts,North,23,188.31,Ali,Offline,Retail
2023-06-04,Walnuts,South,7,44.38,Anita,Online,Retail
2023-06-04,Almonds,North,3,15.25,Anita,Offline,Wholesale
2023-06-05,Pistachios,East,45,616.74,Raj,Offline,Wholesale
2023-06-06,Raisins,West,13,247.1,Anita,Offline,Wholesale
2023-06-06,Walnuts,East,30,456.95,Ali,Offline,Retail
2023-06-06,Almonds,South,50,646.4,Meena,Online,Retail
2023-06-07,Almonds,North,46,619.16,Sunil,Offline,Wholesale
2023-06-08,Pistachios,West,19,147.21,Anita,Offline,Retail
2023-06-08,Walnuts,South,30,290.76,Raj,Online,Wholesale
2023-06-09,Walnuts,East,46,874.82,Anita,Online,Retail
2023-06-10,Raisins,South,21,322.77,Anita,Online,Wholesale
2023-06-10,Walnuts,East,36,605.56,Anita,Offline,Wholesale
2023-06-10,Cashews,North,24,451.49,Anita,Online,Retail
2023-06-11,Walnuts,East,23,282.66,Anita,Offline,Wholesale
2023-06-11,Pistachios,North,21,122.3,Anita,Offline,Wholesale
2023-06-11,Raisins,South,4,36.97,Anita,Online,Retail
2023-06-11,Raisins,East,13,113.61,Anita,Offline,Retail
2023-06-12,Raisins,South,6,74.61,Ali,Online,Retail
2023-06-12,Walnuts,West,47,796.01,Sunil,Offline,Wholesale
2023-06-13,Walnuts,West,33,371.67,Ali,Offline,Retail
2023-06-13,Walnuts,East,4,60.83,Ali,Offline,Wholesale
2023-06-13,Cashews,North,48,602.76,Raj,Online,Retail
2023-06-13,Raisins,West,26,437.22,Raj,Offline,Wholesale
2023-06-14,Pistachios,South,10,152.99,Ali,Online,Wholesale
2023-06-14,Walnuts,West,29,417.72,Sunil,Online,Retail
2023-06-14,Pistachios,East,31,446.46,Ali,Online,Wholesale
2023-06-14,Pistachios,North,45,640.76,Anita,Online,Wholesale
2023-06-15,Walnuts,West,42,562.05,Anita,Online,Retail
2023-06-15,Pistachios,North,33,534.47,Anita,Online,Wholesale
2023-06-15,Cashews,North,40,474.49,Anita,Offline,Retail
2023-06-16,Pistachios,South,34,656.01,Raj,Online,Retail
2023-06-16,Cashews,South,9,105.99,Sunil,Online,Wholesale
2023-06-16,Walnuts,West,34,423.45,Raj,Offline,Wholesale
2023-06-17,Pistachios,North,24,400.85,Ali,Online,Wholesale
2023-06-18,Cashews,South,37,291.12,Anita,Offline,Retail
2023-06-18,Raisins,South,9,96.68,Ali,Offline,Wholesale
2023-06-19,Cashews,West,28,443.92,Raj,Online,Wholesale
2023-06-20,Walnuts,East,27,436.91,Meena,Offline,Wholesale
2023-06-20,Cashews,West,47,583.1,Sunil,Online,Wholesale
2023-06-20,Raisins,East,4,31.26,Sunil,Offline,Wholesale
2023-06-21,Almonds,West,29,521.95,Sunil,Offline,Retail
2023-06-21,Pistachios,West,25,331.22,Meena,Offline,Retail
2023-06-21,Cashews,North,16,310.18,Sunil,Offline,Wholesale
2023-06-21,Cashews,West,7,103.11,Raj,Offline,Retail
2023-06-22,Cashews,West,24,267.15,Anita,Online,Retail
2023-06-22,Raisins,East,19,100.7,Anita,Offline,Retail
2023-06-22,Cashews,West,49,370.33,Ali,Online,Wholesale
2023-06-23,Almonds,South,9,151.03,Meena,Online,Retail
2023-06-23,Raisins,East,47,896.17,Meena,Offline,Retail
2023-06-23,Almonds,East,44,672.27,Raj,Online,Wholesale
2023-06-23,Almonds,East,17,176.29,Meena,Online,Wholesale
2023-06-24,Pistachios,North,28,305.62,Ali,Offline,Retail
2023-06-24,Cashews,North,28,192.98,Ali,Offline,Retail
2023-06-24,Almonds,East,25,296.48,Sunil,Online,Retail
2023-06-24,Raisins,North,19,216.66,Anita,Offline,Retail
2023-06-25,Walnuts,South,7,100.72,Sunil,Online,Retail
2023-06-25,Pistachios,North,1,9.11,Ali,Offline,Wholesale
2023-06-26,Almonds,East,37,530.87,Ali,Offline,Wholesale
2023-06-26,Raisins,South,14,133.29,Raj,Offline,Retail
2023-06-26,Pistachios,East,6,104.09,Meena,Offline,Wholesale
2023-06-27,Almonds,West,4,75.95,Sunil,Offline,Wholesale
2023-06-27,Raisins,South,16,213.04,Anita,Offline,Wholesale
2023-06-27,Walnuts,South,41,407.41,Raj,Online,Retail
2023-06-27,Raisins,East,3,36.14,Meena,Online,Wholesale
2023-06-28,Pistachios,North,48,483.16,Meena,Online,Wholesale
2023-06-29,Raisins,South,4,24.39,Raj,Offline,Retail
2023-06-29,Walnuts,East,19,208.8,Sunil,Online,Wholesale
2023-06-29,Raisins,South,5,50.09,Ali,Online,Wholesale
2023-06-30,Pistachios,North,14,146.99,Ali,Online,Retail
2023-07-01,Walnuts,South,14,248.19,Meena,Offline,Wholesale
2023-07-01,Pistachios,North,1,12.32,Anita,Online,Retail
2023-07-01,Pistachios,North,29,346.9,Anita,Online,Retail
2023-07-02,Raisins,East,25,435.07,Sunil,Online,Retail
2023-07-02,Pistachios,South,16,80.57,Anita,Online,Wholesale
2023-07-02,Raisins,West,29,203.42,Sunil,Offline,Wholesale
2023-07-02,Raisins,East,7,74.43,Meena,Online,Wholesale
2023-07-03,Cashews,North,20,183.11,Ali,Offline,Wholesale
2023-07-03,Cashews,West,4,23.58,Ali,Offline,Wholesale
2023-07-03,Walnuts,South,38,535.63,Meena,Offline,Retail
2023-07-04,Cashews,West,48,423.54,Sunil,Offline,Wholesale
2023-07-05,Raisins,East,17,213.92,Raj,Online,Retail
2023-07-05,Pistachios,West,14,271.18,Anita,Offline,Retail
2023-07-05,Cashews,West,10,192.22,Sunil,Online,Retail
2023-07-06,Almonds,North,42,272.44,Anita,Online,Retail
2023-07-07,Cashews,West,24,162.92,Meena,Offline,Retail
2023-07-07,Pistachios,West,2,32.54,Anita,Offline,Wholesale
2023-07-07,Raisins,West,29,148.86,Anita,Offline,Wholesale
2023-07-07,Walnuts,West,49,950.99,Meena,Offline,Wholesale
2023-07-08,Almonds,North,47,320.39,Ali,Online,Retail
2023-07-08,Cashews,North,31,242.88,Anita,Offline,Retail
2023-07-08,Almonds,West,46,546.05,Raj,Online,Retail
2023-07-08,Cashews,North,43,544.8,Anita,Offline,Wholesale
2023-07-09,Raisins,East,27,178.31,Raj,Online,Retail
2023-07-10,Pistachios,West,28,197.42,Anita,Online,Wholesale
2023-07-10,Almonds,North,50,748.8,Meena,Online,Retail
2023-07-10,Almonds,North,46,882.97,Anita,Online,Wholesale
2023-07-10,Walnuts,North,19,362.31,Anita,Offline,Retail
2023-07-11,Walnuts,East,37,608.88,Raj,Offline,Wholesale
2023-07-11,Almonds,South,20,198.95,Anita,Offline,Wholesale
2023-07-12,Cashews,North,40,725.72,Raj,Online,Wholesale
2023-07-13,Cashews,West,21,389.21,Raj,Online,Retail
2023-07-14,Raisins,East,14,99.99,Raj,Online,Wholesale
2023-07-14,Raisins,East,11,92.49,Sunil,Offline,Retail
2023-07-14,Pistachios,South,3,29.11,Sunil,Online,Retail
2023-07-15,Pistachios,North,1,17.47,Meena,Offline,Wholesale
2023-07-15,Pistachios,East,6,90.1,Meena,Online,Retail
2023-07-15,Walnuts,West,43,667.91,Meena,Offline,Retail
2023-07-15,Almonds,North,18,319.07,Meena,Offline,Retail
2023-07-16,Cashews,East,11,107.84,Ali,Offline,Retail
2023-07-17,Almonds,West,49,956.34,Raj,Online,Retail
2023-07-17,Pistachios,South,40,563.3,Raj,Offline,Retail
2023-07-17,Almonds,South,3,47.44,Meena,Online,Wholesale
2023-07-17,Walnuts,West,38,550.26,Ali,Offline,Retail
2023-07-18,Pistachios,North,9,114.79,Meena,Offline,Retail
2023-07-18,Raisins,North,19,253.53,Raj,Offline,Retail
2023-07-18,Walnuts,North,9,172.79,Ali,Online,Retail
2023-07-19,Cashews,West,47,476.22,Meena,Online,Retail
2023-07-20,Raisins,North,20,222.04,Sunil,Online,Wholesale
2023-07-20,Pistachios,South,42,707.65,Ali,Online,Retail
2023-07-20,Cashews,South,42,366.14,Sunil,Offline,Retail
2023-07-21,Cashews,South,33,640.83,Anita,Online,Wholesale
2023-07-21,Cashews,East,28,552.86,Meena,Offline,Wholesale
2023-07-21,Raisins,South,10,60.43,Anita,Online,Retail
2023-07-21,Cashews,West,19,237.76,Anita,Online,Retail
2023-07-22,Pistachios,North,24,229.65,Meena,Offline,Wholesale
2023-07-22,Pistachios,North,19,231.3,Meena,Offline,Retail
2023-07-23,Pistachios,South,49,302.08,Raj,Online,Retail
2023-07-23,Almonds,East,1,16.54,Meena,Offline,Wholesale
2023-07-23,Pistachios,North,41,761.99,Anita,Offline,Retail
2023-07-24,Raisins,West,16,181.37,Raj,Online,Retail
2023-07-24,Almonds,West,26,276.27,Anita,Offline,Wholesale
2023-07-24,Raisins,West,38,209.62,Ali,Offline,Retail
2023-07-25,Pistachios,South,29,377.68,Meena,Online,Retail
2023-07-26,Walnuts,North,38,578.4,Raj,Online,Wholesale
2023-07-26,Pistachios,North,49,333.47,Raj,Offline,Retail
2023-07-26,Raisins,West,22,144.09,Anita,Online,Retail
2023-07-26,Walnuts,East,13,77.77,Raj,Offline,Retail
2023-07-27,Walnuts,North,39,620.89,Anita,Offline,Retail
2023-07-27,Pistachios,West,31,500.68,Anita,Offline,Wholesale
2023-07-27,Walnuts,East,37,569.68,Raj,Offline,Wholesale
2023-07-27,Walnuts,North,7,48.67,Sunil,Offline,Wholesale
2023-07-28,Pistachios,South,23,313.9,Ali,Online,Retail
2023-07-28,Pistachios,West,30,230.37,Ali,Online,Retail
2023-07-28,Raisins,East,42,549.18,Raj,Online,Wholesale
2023-07-28,Raisins,North,5,74.72,Ali,Offline,Wholesale
2023-07-29,Walnuts,North,44,683.2,Raj,Offline,Wholesale
2023-07-29,Pistachios,North,13,74.37,Raj,Online,Retail
2023-07-29,Pistachios,East,14,212.6,Raj,Offline,Retail
2023-07-30,Almonds,South,2,17.7,Anita,Online,Retail
2023-07-30,Almonds,West,40,775.26,Anita,Online,Retail
2023-07-31,Walnuts,West,15,277.47,Meena,Offline,Wholesale
2023-08-01,Pistachios,North,28,206.34,Anita,Online,Retail
2023-08-01,Pistachios,West,5,50.96,Sunil,Offline,Retail
2023-08-02,Walnuts,West,40,398.94,Anita,Offline,Retail
2023-08-03,Walnuts,North,18,337.49,Meena,Online,Wholesale
2023-08-03,Almonds,South,47,748.49,Ali,Online,Retail
2023-08-03,Cashews,East,32,295.57,Raj,Online,Retail
2023-08-03,Almonds,West,8,131.34,Ali,Offline,Retail
2023-08-04,Walnuts,South,36,373.45,Meena,Offline,Retail
2023-08-04,Cashews,West,38,502.03,Raj,Online,Wholesale
2023-08-05,Almonds,North,42,289.17,Meena,Offline,Wholesale
2023-08-05,Almonds,East,44,500.78,Raj,Offline,Retail
2023-08-06,Raisins,South,2,27.58,Sunil,Online,Wholesale
2023-08-07,Almonds,West,15,142.2,Sunil,Online,Wholesale
2023-08-07,Cashews,South,26,463.35,Anita,Online,Retail
2023-08-08,Walnuts,East,11,167.14,Sunil,Online,Wholesale
2023-08-08,Pistachios,East,8,139.69,Sunil,Online,Retail
2023-08-08,Almonds,North,20,109.81,Sunil,Offline,Retail
2023-08-08,Pistachios,East,41,318.47,Raj,Online,Retail
2023-08-09,Almonds,West,1,19.33,Ali,Online,Retail
2023-08-10,Pistachios,North,12,207.98,Anita,Online,Wholesale
2023-08-10,Almonds,North,17,289.74,Meena,Offline,Wholesale
2023-08-11,Pistachios,East,28,318.04,Raj,Online,Retail
2023-08-12,Raisins,East,42,518.85,Raj,Offline,Wholesale
2023-08-12,Cashews,South,32,342.43,Meena,Online,Wholesale
2023-08-13,Cashews,East,44,715.38,Meena,Online,Retail
2023-08-14,Pistachios,North,35,327.8,Sunil,Offline,Retail
2023-08-14,Pistachios,North,24,423.3,Ali,Online,Wholesale
2023-08-14,Raisins,East,38,569.25,Anita,Online,Wholesale
2023-08-15,Almonds,West,39,663.82,Anita,Offline,Retail
2023-08-16,Almonds,North,30,226.76,Meena,Online,Wholesale
2023-08-16,Almonds,North,32,341.79,Sunil,Offline,Wholesale
2023-08-16,Walnuts,West,41,782.72,Anita,Offline,Retail
2023-08-17,Walnuts,North,27,216.11,Raj,Offline,Retail
2023-08-17,Pistachios,West,21,122.72,Anita,Offline,Retail
2023-08-17,Almonds,East,20,181.31,Sunil,Online,Retail
2023-08-17,Walnuts,East,17,217.94,Raj,Online,Wholesale
2023-08-18,Walnuts,West,50,846,Raj,Offline,Retail
2023-08-19,Cashews,West,35,247.72,Ali,Online,Retail
2023-08-19,Raisins,South,46,460.53,Ali,Online,Wholesale
2023-08-19,Cashews,North,42,455.26,Ali,Online,Retail
2023-08-19,Walnuts,South,45,878.58,Ali,Offline,Retail
2023-08-20,Raisins,West,17,218.88,Ali,Online,Wholesale
2023-08-20,Pistachios,South,29,208.53,Ali,Offline,Wholesale
2023-08-20,Pistachios,East,16,205.77,Meena,Online,Retail
2023-08-20,Walnuts,West,18,320.29,Meena,Online,Retail
2023-08-21,Almonds,North,14,265.31,Ali,Offline,Retail
2023-08-21,Walnuts,West,41,553.3,Sunil,Offline,Wholesale
2023-08-22,Raisins,South,4,76.01,Meena,Offline,Wholesale
2023-08-22,Pistachios,North,46,395.77,Meena,Online,Retail
2023-08-23,Walnuts,West,1,9.23,Sunil,Online,Retail
2023-08-23,Walnuts,East,37,729.13,Meena,Online,Wholesale
2023-08-23,Cashews,South,26,185.82,Sunil,Offline,Retail
2023-08-23,Raisins,West,23,379.55,Anita,Online,Wholesale
2023-08-24,Raisins,East,13,80.49,Raj,Online,Wholesale
2023-08-24,Pistachios,South,19,124.3,Anita,Offline,Wholesale
2023-08-24,Pistachios,South,4,76.38,Anita,Online,Wholesale
2023-08-25,Raisins,West,27,138.21,Ali,Offline,Retail
2023-08-25,Pistachios,West,42,390.63,Raj,Offline,Retail
2023-08-26,Cashews,North,24,162,Ali,Offline,Retail
2023-08-26,Almonds,West,48,261.03,Sunil,Online,Wholesale
2023-08-26,Walnuts,East,23,166.33,Ali,Online,Retail
2023-08-27,Pistachios,South,34,173.3,Raj,Offline,Retail
2023-08-28,Raisins,South,48,289.18,Ali,Offline,Wholesale
2023-08-29,Cashews,West,1,19.63,Anita,Offline,Retail
2023-08-29,Raisins,East,1,18.04,Sunil,Offline,Wholesale
2023-08-29,Cashews,West,15,166.59,Sunil,Offline,Retail
2023-08-29,Raisins,North,33,327.07,Ali,Offline,Wholesale
2023-08-30,Pistachios,South,4,41.16,Raj,Offline,Wholesale
2023-08-30,Raisins,South,37,320.72,Anita,Online,Wholesale
2023-08-31,Almonds,East,31,255.47,Raj,Online,Wholesale
2023-08-31,Almonds,South,14,273.9,Sunil,Online,Retail
2023-08-31,Cashews,East,4,32.93,Anita,Online,Retail
2023-08-31,Pistachios,South,50,500.62,Sunil,Offline,Retail
2023-09-01,Walnuts,North,12,229.63,Raj,Offline,Wholesale
2023-09-01,Walnuts,West,33,350.71,Sunil,Online,Wholesale
2023-09-01,Cashews,North,31,436.46,Ali,Online,Retail
2023-09-02,Cashews,South,3,16.85,Ali,Online,Wholesale
2023-09-03,Cashews,West,47,334.02,Raj,Offline,Wholesale
2023-09-03,Raisins,West,18,174.17,Ali,Offline,Retail
2023-09-03,Walnuts,West,21,315.49,Raj,Online,Wholesale
2023-09-04,Pistachios,North,31,462.64,Ali,Online,Retail
2023-09-05,Cashews,North,48,743.97,Sunil,Online,Retail
2023-09-05,Almonds,West,16,106.72,Raj,Offline,Retail
2023-09-05,Pistachios,East,50,384.89,Ali,Online,Retail
2023-09-05,Walnuts,North,11,141.05,Meena,Offline,Retail
2023-09-06,Cashews,South,48,692.54,Anita,Online,Retail
2023-09-07,Walnuts,North,42,231.56,Anita,Offline,Wholesale
2023-09-07,Almonds,North,15,119.02,Raj,Online,Wholesale
2023-09-08,Almonds,West,47,466.23,Anita,Offline,Wholesale
2023-09-08,Almonds,South,19,103.07,Sunil,Online,Wholesale
2023-09-08,Cashews,South,21,204.4,Sunil,Offline,Wholesale
2023-09-09,Cashews,East,11,91.66,Meena,Online,Retail
2023-09-10,Raisins,West,11,129.21,Anita,Online,Retail
2023-09-10,Cashews,South,4,22.54,Anita,Offline,Retail
2023-09-11,Pistachios,West,16,216.93,Raj,Online,Wholesale
2023-09-11,Cashews,East,21,339.17,Anita,Offline,Retail
2023-09-11,Walnuts,South,43,626.93,Ali,Offline,Wholesale
2023-09-11,Cashews,West,1,14.66,Ali,Offline,Retail
2023-09-12,Cashews,South,45,359.08,Ali,Online,Wholesale
2023-09-12,Raisins,East,43,290.1,Sunil,Online,Wholesale
2023-09-12,Almonds,West,3,57.72,Anita,Offline,Wholesale
2023-09-12,Cashews,North,37,198.02,Ali,Online,Retail
2023-09-13,Pistachios,East,12,168.66,Raj,Offline,Retail
2023-09-14,Cashews,East,5,68.44,Sunil,Offline,Wholesale
2023-09-15,Almonds,North,47,628.81,Meena,Offline,Wholesale
2023-09-15,Raisins,East,6,48.81,Anita,Online,Retail
2023-09-16,Pistachios,South,49,977.62,Anita,Offline,Wholesale
2023-09-16,Pistachios,South,43,841.99,Sunil,Offline,Wholesale
2023-09-16,Walnuts,East,50,271.79,Raj,Offline,Retail
2023-09-16,Pistachios,East,9,153.5,Raj,Online,Retail
2023-09-17,Almonds,West,19,180.91,Ali,Offline,Retail
2023-09-17,Cashews,West,14,257.79,Ali,Online,Wholesale
2023-09-18,Almonds,East,13,187.34,Ali,Online,Wholesale
2023-09-18,Pistachios,West,40,463.67,Raj,Offline,Retail
2023-09-19,Walnuts,East,41,667.66,Ali,Offline,Retail
2023-09-19,Cashews,North,23,126.03,Sunil,Online,Retail
2023-09-20,Walnuts,South,34,193.09,Ali,Offline,Retail
2023-09-20,Pistachios,East,20,234.32,Anita,Offline,Wholesale
2023-09-21,Almonds,South,3,22.29,Sunil,Offline,Wholesale
2023-09-21,Pistachios,East,8,96.99,Raj,Offline,Retail
2023-09-22,Walnuts,West,20,148.74,Raj,Online,Wholesale
2023-09-22,Cashews,West,8,115.09,Anita,Offline,Retail
2023-09-23,Pistachios,West,19,213.52,Meena,Online,Retail
2023-09-24,Almonds,West,39,714.67,Ali,Online,Wholesale
2023-09-25,Pistachios,East,45,547.96,Anita,Online,Retail
2023-09-26,Pistachios,West,12,73.75,Ali,Online,Retail
2023-09-27,Raisins,East,48,774.4,Meena,Online,Wholesale
2023-09-27,Almonds,South,37,234.17,Anita,Offline,Wholesale
2023-09-27,Raisins,South,46,662.34,Sunil,Offline,Retail
2023-09-27,Walnuts,South,9,76.81,Anita,Offline,Retail
2023-09-28,Pistachios,South,37,410.36,Raj,Online,Retail
2023-09-29,Cashews,North,46,583.15,Meena,Offline,Retail
2023-09-29,Raisins,North,31,302.61,Meena,Offline,Wholesale
2023-09-30,Walnuts,South,26,279.28,Sunil,Online,Retail
2023-09-30,Walnuts,East,47,279.34,Meena,Offline,Retail
2023-09-30,Cashews,West,4,64.18,Anita,Offline,Retail
2023-09-30,Almonds,West,4,66.9,Sunil,Online,Wholesale
2023-10-01,Walnuts,South,18,186.21,Meena,Online,Retail
2023-10-01,Almonds,East,36,636.76,Anita,Online,Retail
2023-10-02,Almonds,East,8,130.85,Raj,Offline,Wholesale
2023-10-02,Pistachios,West,3,25.6,Sunil,Offline,Retail
2023-10-03,Almonds,South,8,141.16,Raj,Offline,Retail
2023-10-03,Almonds,West,38,452.71,Raj,Offline,Retail
2023-10-03,Cashews,South,12,237.13,Ali,Online,Retail
2023-10-04,Cashews,North,3,26.83,Raj,Online,Retail
2023-10-05,Pistachios,South,26,456.47,Raj,Offline,Retail
2023-10-05,Walnuts,North,8,82.21,Meena,Offline,Retail
2023-10-05,Almonds,North,42,539.2,Raj,Offline,Wholesale
2023-10-05,Almonds,West,19,315.11,Meena,Offline,Wholesale
2023-10-06,Pistachios,East,11,207.99,Meena,Online,Retail
2023-10-07,Cashews,East,13,103.36,Raj,Online,Wholesale
2023-10-07,Raisins,West,11,212.38,Anita,Online,Retail
2023-10-08,Walnuts,West,37,499.38,Raj,Online,Wholesale
2023-10-08,Cashews,North,16,107.77,Raj,Offline,Wholesale
2023-10-08,Cashews,East,35,308.36,Sunil,Online,Wholesale
2023-10-08,Walnuts,North,30,226.71,Sunil,Offline,Wholesale
2023-10-09,Cashews,East,14,214.25,Raj,Offline,Retail
2023-10-09,Almonds,North,29,495.89,Meena,Online,Retail
2023-10-10,Walnuts,East,3,17.18,Meena,Offline,Retail
2023-10-10,Almonds,South,19,271.95,Meena,Offline,Retail
2023-10-10,Almonds,North,39,211.01,Ali,Online,Retail
2023-10-11,Raisins,East,15,281.52,Raj,Offline,Wholesale
2023-10-11,Almonds,East,43,317.87,Sunil,Online,Wholesale
2023-10-11,Cashews,East,42,256.54,Raj,Online,Wholesale
2023-10-11,Almonds,North,45,440.84,Sunil,Online,Retail
2023-10-12,Walnuts,West,41,731.65,Anita,Online,Wholesale
2023-10-13,Raisins,North,38,427.31,Raj,Offline,Retail
2023-10-14,Cashews,South,41,817.83,Meena,Offline,Retail
2023-10-14,Cashews,South,42,247.3,Sunil,Offline,Retail
2023-10-14,Pistachios,East,25,484.82,Meena,Online,Wholesale
2023-10-14,Raisins,South,40,217.71,Raj,Offline,Retail
2023-10-15,Cashews,North,12,223.74,Sunil,Online,Retail
2023-10-15,Almonds,North,14,205.04,Ali,Offline,Retail
2023-10-16,Raisins,East,24,383.92,Meena,Online,Retail
2023-10-16,Walnuts,North,45,615.93,Sunil,Offline,Wholesale
2023-10-16,Pistachios,East,8,136.24,Raj,Online,Wholesale
2023-10-16,Almonds,East,6,79,Meena,Offline,Wholesale
2023-10-17,Cashews,South,26,165.35,Sunil,Online,Wholesale
2023-10-18,Raisins,West,18,269.25,Ali,Offline,Retail
2023-10-18,Walnuts,South,27,395.66,Sunil,Offline,Wholesale
2023-10-18,Raisins,East,39,613.59,Anita,Offline,Retail
2023-10-19,Pistachios,North,24,428.43,Raj,Online,Retail
2023-10-20,Cashews,West,8,97.78,Meena,Offline,Retail
2023-10-20,Pistachios,North,46,903.5,Sunil,Offline,Retail
2023-10-21,Cashews,North,34,393.49,Anita,Offline,Wholesale
2023-10-21,Cashews,West,43,471.07,Meena,Online,Retail
2023-10-21,Walnuts,East,20,171.24,Meena,Offline,Wholesale
2023-10-22,Almonds,East,48,844.74,Ali,Online,Retail
2023-10-23,Pistachios,East,47,316.72,Anita,Offline,Wholesale
2023-10-23,Cashews,West,35,218.3,Anita,Offline,Retail
2023-10-23,Raisins,West,35,433.37,Raj,Offline,Wholesale
2023-10-24,Pistachios,West,44,803.68,Anita,Offline,Wholesale
2023-10-25,Raisins,East,6,91.34,Meena,Online,Retail
2023-10-25,Walnuts,East,21,234.75,Raj,Offline,Retail
2023-10-26,Almonds,East,37,493.07,Ali,Offline,Wholesale
2023-10-26,Cashews,West,13,148.68,Meena,Offline,Wholesale
2023-10-26,Walnuts,East,9,99.34,Sunil,Online,Retail
2023-10-27,Pistachios,East,7,113.09,Meena,Online,Wholesale
2023-10-27,Cashews,South,1,7.54,Sunil,Online,Wholesale
2023-10-28,Cashews,South,4,56.72,Raj,Offline,Wholesale
2023-10-28,Cashews,West,27,272.71,Ali,Offline,Wholesale
2023-10-28,Cashews,North,24,254.3,Meena,Online,Retail
2023-10-29,Raisins,South,47,388.98,Sunil,Online,Wholesale
2023-10-29,Pistachios,North,49,901.18,Raj,Online,Retail
2023-10-29,Walnuts,North,34,679.39,Raj,Offline,Wholesale
2023-10-29,Almonds,North,24,426.55,Meena,Offline,Wholesale
2023-10-30,Cashews,North,15,244.66,Sunil,Online,Retail
2023-10-30,Walnuts,West,20,206.59,Raj,Online,Retail
2023-10-30,Pistachios,North,36,612.03,Sunil,Online,Retail
2023-10-31,Cashews,South,9,78.38,Meena,Offline,Wholesale
2023-11-01,Walnuts,South,42,378.19,Anita,Offline,Retail
